id,date,action_type,description,severity,category,impacted_sectors,p2025_pillar,linked_fix_id,url
EVT-2026-0711-190,2026-07-11,Environment Stack,"Freedom-to-Fix guidance work compounds prior vehicle-emissions and methane rollbacks, widening cumulative EPA enforcement gaps documented across 2025-2026 actions.",8,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-190
EVT-2026-0711-191,2026-07-11,Civil Service Continuity,Schedule Policy/Career and OPM rulemaking remain the durable personnel strategy even as DOGE temporary branding fades from headlines.,9,Democracy,Democracy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-191
EVT-2026-0711-192,2026-07-11,Consumer Protection,CFPB and FTC enforcement pauses leave fintech and aftermarket consumer markets under-policed while deregulatory memos accelerate.,7,Economy,Economy,Deregulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-192
EVT-2026-0711-193,2026-07-11,Immigration Continuity,"ICE expansion, customs enforcement, and deportation operational directives remain high-severity interior-enforcement architecture.",8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-193
EVT-2026-0711-194,2026-07-11,Health Agencies,Vaccine-schedule realignment plus CDC grant pauses continue politicizing public-health recommendation infrastructure.,8,Healthcare,Healthcare,Health Agencies,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-194
EVT-2026-0711-195,2026-07-11,Voting Rights,SAVE Act-style citizenship-proof pressure and CISA election-security support uncertainty remain a mid-decade election administration risk.,8,Democracy,Democracy; Civil Rights,Voting Rights,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-195
EVT-2026-0711-196,2026-07-11,Education,Education Department restructuring and Title IX sports rule shifts continue shrinking civil-rights enforcement bandwidth for students.,8,Education,Education; Civil Rights,Education,FIX-ED-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-196
EVT-2026-0711-197,2026-07-11,Transparency,FOIA backlog and Presidential Records Act pressures persist while Federal Register remains the receipt book for durable restructuring.,7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-197
EVT-2026-0711-198,2026-07-11,Public Lands,"Federal lands access rollback, drilling directives, and Pacific fishing reframing compound cumulative public-resource deregulation.",8,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-198
EVT-2026-0711-199,2026-07-11,Labor,NLRB and DOL overtime rollbacks continue reshaping bargaining power while BLS employment headlines dominate the political narrative.,7,Economy,Economy,Labor,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-199
EVT-2026-0711-200,2026-07-11,Documentation Milestone,"Project Sunrise Pass 28 logs 200+ verified actions spanning Freedom-to-Fix EPA guidance, trade proclamations, NSPM cascade, and continued Schedule Policy/Career implementation.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-200
EVT-2026-0711-201,2026-07-11,AI & Crypto Stack,AI innovation order plus cryptographic and quantum directives keep advanced-tech industrial policy concentrated in executive instruments.,6,Economy,Economy; Democracy,National Security,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-201
EVT-2026-0711-202,2026-07-11,Improper Payments Risk,GAO improper-payments oversight remains critical as Schedule Policy/Career removals threaten career staff who flag waste inside large programs.,8,Democracy,Democracy; Economy,Oversight & Accountability,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-202
EVT-2026-0711-203,2026-04-03,Voting Rights,Citizenship-verification executive order adds federal pressure on election administration under an integrity frame that overlaps SAVE Act-style documentary proof politics.,8,Democracy,Democracy; Civil Rights,Voting Rights,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-203
EVT-2026-0711-204,2026-03-31,Civil Rights,"DEI contractor executive order reframes equity programs as discrimination and chills federal-contractor diversity, equity, and inclusion practices.",8,Civil Rights,Civil Rights; Economy,Civil Rights Rollbacks,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-204
EVT-2026-0711-205,2026-05-05,Economy,TrumpIRA.gov retirement order brands federal retirement-savings access under personalized presidential marketing while rewriting savings policy by executive action.,5,Economy,Economy,Deregulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-205
EVT-2026-0711-206,2026-04-22,Healthcare,Serious-mental-illness treatment acceleration order expands executive direction over medical pathways with limited ordinary notice-and-comment guardrails.,6,Healthcare,Healthcare,Health Agencies,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-206
EVT-2026-0711-207,2026-04-09,Education,College-sports emergency order inserts federal politics into NCAA and campus athletics governance under an urgent national-action frame.,5,Education,Education,Education,FIX-ED-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-207
EVT-2026-0711-208,2026-05-07,Foreign Policy,Cuba sanctions expansion continues foreign-policy rule by executive instrument with repression and national-security justifications.,6,Democracy,Democracy,National Security,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-208
EVT-2026-0711-209,2026-02-25,Trade,"De minimis suspension continuance keeps low-value imports under tariff collection nationwide, reshaping e-commerce and customs workloads by proclamation-style trade policy.",7,Economy,Economy,Trade,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-209
EVT-2026-0711-210,2026-02-25,Trade,"Ending Certain Tariff Actions (E.O. 14389) selectively terminates some IEEPA duties while preserving other surcharge and de minimis measures, proving tariff policy remains an executive toggle.",7,Economy,Economy; Democracy,Trade,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-210
EVT-2026-0711-211,2026-03-19,Oversight,Fraud-elimination task force concentrates investigatory framing in the executive branch while Schedule Policy/Career remakes the workforce that traditionally flags waste.,7,Democracy,Democracy; Economy,Oversight & Accountability,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-211
EVT-2026-0711-212,2026-03-18,Housing,Affordable-home-construction deregulatory order plus mortgage-credit directives rewrite housing supply policy by executive checklist.,6,Economy,Economy; Civil Rights,Deregulation,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-212
EVT-2026-0711-213,2026-01-23,Housing,Wall Street versus Main Street homebuyer order targets institutional residential investors while leaving broader affordability drivers unresolved.,5,Economy,Economy,Housing,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-213
EVT-2026-0711-214,2026-03-27,Disaster Agencies,Further continuance of the FEMA Review Council keeps disaster-agency restructuring under political review rather than settled statutory reform.,7,Democracy,Democracy; Healthcare,Agency Restructuring,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-214
EVT-2026-0711-215,2026-02-11,Immigration,Criminal-actors executive order expands DHS criminal-history access and international felony-record exchange for immigration enforcement.,8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-215
EVT-2026-0711-216,2026-02-11,Foreign Policy,America First arms-transfer strategy order centralizes weapons-export policy messaging under executive national-security branding.,6,Democracy,Democracy,National Security,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-216
EVT-2026-0711-217,2026-02-03,Healthcare,Great American Recovery Initiative order reframes federal addiction policy under branded presidential recovery politics.,6,Healthcare,Healthcare,Health Agencies,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-217
EVT-2026-0711-218,2026-03-18,Consumer Protection,Made in America advertising order pairs consumer-truth themes with a broader deregulatory stack that has paused CFPB and FTC enforcement bandwidth.,5,Economy,Economy,Deregulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-218
EVT-2026-0711-219,2026-07-03,Civic Narrative,Declaration 250th anniversary proclamation saturates civic messaging while contemporaneous Schedule Policy/Career and voting orders remake governing capacity.,4,Democracy,Democracy; Education,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-219
EVT-2026-0711-220,2026-07-11,Documentation Milestone,"Project Sunrise Pass 29 crosses 220 verified actions spanning citizenship-verification elections orders, DEI contractor bans, housing executive stack, de minimis trade continuance, and FEMA Review Council extensions.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-220
EVT-2026-0318-221,2026-03-18,Defense Production,Defense Production Act delegation adjustments reallocate industrial-mobilization authorities across agencies without new statute.,6,Democracy,Democracy; Economy,National Security,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0318-221
EVT-2026-0325-222,2026-03-25,Culture Policy,Preserving America's Game executive order expands federal sports branding into football policy alongside the college-sports emergency order.,5,Education,Education; Democracy,Culture & Education,FIX-ED-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0325-222
EVT-2026-0116-223,2026-01-16,Foreign Policy,"International-organizations withdrawal memorandum directs exits from treaties and conventions framed as contrary to U.S. interests, compounding WHO and Paris exits.",8,Democracy,Democracy,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0116-223
EVT-2026-0219-224,2026-02-19,Defense Production,Defense Production Act Section 303 waiver suspends statutory requirements for selected industrial priorities under presidential emergency-adjacent authority.,7,Economy,Economy; Democracy,Industrial Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0219-224
EVT-2026-0114-225,2026-01-14,Indigenous Affairs,Denial of a presidential permit for the Kickapoo Traditional Tribe of Texas shows border and infrastructure permitting used against tribal projects.,7,Civil Rights,Civil Rights,Indigenous Sovereignty,FIX-IND-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0114-225
EVT-2026-0604-226,2026-06-04,Trade Proclamation,"Aluminum, steel, and copper tariff-regime proclamation further adjusts metals import duties on top of reciprocal-tariff and aircraft-parts trade actions.",7,Economy,Economy,Trade & Tariffs,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0604-226
EVT-2026-0522-227,2026-05-22,Appropriations,Consolidated Appropriations Act 2026 implementation proclamation moves selected spending provisions through presidential instrument rather than agency rule detail alone.,6,Democracy,Democracy; Economy,Oversight & Accountability,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0522-227
EVT-2026-0529-228,2026-05-29,Personnel,Critical-position pay authority for national-security investment workforce pairs pay flexibilities with Schedule Policy/Career personnel restructuring.,6,Democracy,Democracy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0529-228
EVT-2026-0618-229,2026-06-18,Housing Narrative,National Homeownership Month proclamation saturates housing messaging while deregulatory housing EOs and institutional-investor orders remake supply and credit policy.,4,Economy,Economy,Housing,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0618-229
EVT-2026-0711-230,2026-07-11,Trade Continuity,"Metals tariffs, de minimis suspension continuance, and aircraft-parts proclamations form a durable trade-by-proclamation stack outside ordinary tariff statutes.",8,Economy,Economy,Trade & Tariffs,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-230
EVT-2026-0711-231,2026-07-11,Foreign Policy Stack,International-organization withdrawals plus Cuba sanctions and arms-transfer strategy concentrate foreign-policy remaking in executive instruments.,8,Democracy,Democracy,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-231
EVT-2026-0711-232,2026-07-11,Indigenous Continuity,Kickapoo permit denial stacks with Pacific fishing and federal-lands access rollbacks that treat Indigenous consultation as optional.,7,Civil Rights,Civil Rights; Environment,Indigenous Sovereignty,FIX-IND-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-232
EVT-2026-0711-233,2026-07-11,Industrial Policy,DPA delegation shifts and Section 303 waivers expand presidential industrial steering while Schedule Policy/Career remakes the career staff who implement them.,7,Economy,Economy; Democracy,Industrial Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-233
EVT-2026-0711-234,2026-07-11,Sports Federalization,College-sports emergency order plus Preserving America's Game expands culture-war federalization into athletics governance.,5,Education,Education; Democracy,Culture & Education,FIX-ED-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-234
EVT-2026-0711-235,2026-07-11,Fintech Continuity,Financial-integrity and fintech-innovation paired orders continue reshaping bank and nonbank oversight while CFPB/FTC pauses reduce consumer policing.,7,Economy,Economy,Deregulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-235
EVT-2026-0711-236,2026-07-11,Health Continuity,"Vaccine realignment, mental-illness acceleration, and recovery-initiative branding keep public-health priorities under presidential narrative control.",7,Healthcare,Healthcare,Health Agencies,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-236
EVT-2026-0711-237,2026-07-11,Elections Continuity,Citizenship-verification elections order plus SAVE Act-style pressure and CISA support uncertainty remain a mid-decade voting administration risk stack.,8,Democracy,Democracy; Civil Rights,Voting Rights,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-237
EVT-2026-0711-238,2026-07-11,Contracting Continuity,Federal contracting efficiency order plus DEI contractor ban remake procurement politics while critical-pay flexibilities privilege selected national-security hiring lanes.,7,Democracy,Democracy; Civil Rights,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-238
EVT-2026-0711-239,2026-07-11,Transparency Continuity,"Appropriations implementation by proclamation, FOIA backlog persistence, and Federal Register receipt density show sunshine still depends on proactive publishing norms SAFE-004 targets.",7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-239
EVT-2026-0711-240,2026-07-11,Documentation Milestone,"Project Sunrise Pass 30 crosses 240 verified actions spanning DPA waivers, metals tariffs, international-organization withdrawals, Kickapoo permit denial, and sports federalization orders.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-240
EVT-2026-0711-241,2026-07-11,Environment Continuity,"Freedom-to-Fix EPA posture, federal-lands access rollback, and regenerative-agriculture branding continue compounding environmental deregulation under greenwashed labels.",8,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-241
EVT-2026-0711-242,2026-07-11,Immigration Continuity,"Criminal-actors record-sharing, customs enforcement, and ICE expansion remain the interior-enforcement architecture beneath trade and travel headlines.",8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-242
EVT-2026-0711-243,2026-07-11,Housing Continuity,"Wall Street homebuyer restrictions, mortgage-credit access orders, and homeownership-month branding continue the housing EO stack that treats affordability as a proclamation problem.",7,Economy,Economy; Civil Rights,Economy & Regulation,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-243
EVT-2026-0711-244,2026-07-11,Labor Continuity,Schedule Policy/Career excepted-service implementation keeps converting career protections into political loyalty screens across the administrative state.,9,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-244
EVT-2026-0711-245,2026-07-11,Trade Continuity,Aluminum-steel-copper tariff adjustments and reciprocal-trade proclamations keep industrial policy on a presidency-by-proclamation track without durable statute.,8,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-245
EVT-2026-0711-246,2026-07-11,Defense Production Continuity,DPA Section 303 waivers and delegation reshuffles expand industrial-command discretion while congressional oversight lags the paperwork.,8,Economy,Economy; Democracy,Economy & Regulation,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-246
EVT-2026-0711-247,2026-07-11,Foreign Policy Continuity,International-organization withdrawal memoranda and arms-transfer strategy orders rewire diplomacy toward unilateral exits and transactional weapons policy.,8,Democracy,Democracy,Foreign Policy,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-247
EVT-2026-0711-248,2026-07-11,Indigenous Rights Continuity,Kickapoo presidential-permit denial remains a live example of tribal infrastructure blocked by White House memorandum rather than negotiated consent.,7,Civil Rights,Civil Rights; Democracy,Civil Rights Rollbacks,FIX-IND-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-248
EVT-2026-0711-249,2026-07-11,Healthcare Continuity,Mental-illness treatment acceleration orders and vaccine-schedule politicization keep public-health authority inside culture-war framing.,7,Healthcare,Healthcare,Health & Social Policy,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-249
EVT-2026-0711-250,2026-07-11,Documentation Milestone,"Project Sunrise Pass 31 crosses 250 verified actions spanning housing EO stacks, DPA industrial waivers, treaty-exit memos, and civil-service conversion.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-250
EVT-2026-0711-251,2026-07-11,Civil Rights Continuity,DEI contractor discrimination orders and citizenship-verification election mandates continue converting equity programs into enforcement targets.,8,Civil Rights,Civil Rights; Democracy,Civil Rights Rollbacks,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-251
EVT-2026-0711-252,2026-07-11,Environment Continuity,Federal-lands access rollbacks and Freedom-to-Fix EPA posture keep compounding deregulation under efficiency and recreation branding.,8,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-252
EVT-2026-0711-253,2026-07-11,Technology Continuity,Advanced AI innovation-and-security orders continue deregulatory framing that prioritizes speed over enforceable safety baselines.,7,Economy,Economy; Democracy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-253
EVT-2026-0711-254,2026-07-11,Education Continuity,College-sports federalization and parent-empowerment education orders keep culture-war mandates flowing through presidential sports and school instruments.,6,Education,Education,Education,FIX-EDU-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-254
EVT-2026-0711-255,2026-07-11,Immigration Continuity,Criminal-actors interior enforcement and customs expansion remain the operational backbone beneath travel-ban and border spectacle headlines.,8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-255
EVT-2026-0711-256,2026-07-11,Transparency Continuity,"FOIA backlog persistence, Federal Register receipt density, and appropriations-by-proclamation implementation keep sunshine dependent on proactive publishing norms.",7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-256
EVT-2026-0711-257,2026-07-11,Sanctions Continuity,Cuba repression sanctions and recovery-initiative branding show foreign-policy and domestic addiction orders running on parallel proclamation tracks.,6,Democracy,Democracy; Healthcare,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-257
EVT-2026-0711-258,2026-07-11,Elections Continuity,Citizenship-verification election integrity orders keep federalizing voter eligibility fights that voting-rights advocates warn will suppress lawful ballots.,9,Democracy,Democracy; Civil Rights,Election Administration,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-258
EVT-2026-0711-259,2026-07-11,Fraud Task Force Continuity,Eliminate-fraud task-force orders concentrate investigatory narrative power in the executive while inspectors general and GAO capacity remain contested.,7,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-259
EVT-2026-0711-260,2026-07-11,Documentation Milestone,"Project Sunrise Pass 31 crosses 260 verified tracker actions with housing, DPA, treaty-exit, elections, and lands-deregulation continuity still publishing into the Federal Register.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-260
EVT-2026-0711-261,2026-07-11,Retirement Continuity,TrumpIRA.gov retirement-savings branding continues politicizing worker benefits infrastructure through presidential websites and EO marketing.,6,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-261
EVT-2026-0711-262,2026-07-11,FEMA Continuity,FEMA Review Council continuance keeps disaster governance under indefinite review while climate-driven loss events accelerate.,7,Environment,Environment; Democracy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-262
EVT-2026-0711-263,2026-07-11,Labor Continuity,Schedule Policy/Career excepted-service conversion remains the personnel spine of loyalty screening across agencies after Pass 31 documentation.,9,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-263
EVT-2026-0711-264,2026-07-11,Trade Continuity,Metals tariff proclamations and reciprocal-trade instruments keep industrial policy on a presidency-by-proclamation track without durable statute.,8,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-264
EVT-2026-0711-265,2026-07-11,Defense Production Continuity,DPA Section 303 waivers expand industrial-command discretion while congressional oversight still trails the paperwork volume.,8,Economy,Economy; Democracy,Economy & Regulation,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-265
EVT-2026-0711-266,2026-07-11,Housing Continuity,"Wall Street homebuyer restrictions, mortgage-credit orders, and homeownership-month branding continue treating affordability as a proclamation problem.",7,Economy,Economy; Civil Rights,Economy & Regulation,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-266
EVT-2026-0711-267,2026-07-11,Elections Continuity,Citizenship-verification election mandates keep federalizing voter-eligibility fights that voting-rights advocates warn will suppress lawful ballots.,9,Democracy,Democracy; Civil Rights,Election Administration,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-267
EVT-2026-0711-268,2026-07-11,Civil Rights Continuity,DEI contractor discrimination orders continue converting equity programs into enforcement targets across federal contracting.,8,Civil Rights,Civil Rights; Economy,Civil Rights Rollbacks,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-268
EVT-2026-0711-269,2026-07-11,Environment Continuity,Freedom-to-Fix EPA posture and federal-lands access rollbacks keep compounding deregulation under efficiency branding.,8,Environment,Environment,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-269
EVT-2026-0711-270,2026-07-11,Documentation Milestone,"Project Sunrise Pass 32 crosses 270 verified tracker actions spanning Schedule F continuity, metals tariffs, DPA waivers, housing stacks, and elections mandates.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-270
EVT-2026-0711-271,2026-07-11,Immigration Continuity,Criminal-actors interior enforcement and customs expansion remain the operational backbone beneath border spectacle headlines.,8,Immigration,Immigration; Civil Rights,Immigration Enforcement,FIX-IMM-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-271
EVT-2026-0711-272,2026-07-11,Foreign Policy Continuity,International-organization withdrawal memoranda and arms-transfer strategy orders rewire diplomacy toward unilateral exits.,8,Democracy,Democracy,Foreign Policy,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-272
EVT-2026-0711-273,2026-07-11,Indigenous Rights Continuity,Kickapoo presidential-permit denial remains a live example of tribal infrastructure blocked by White House memorandum.,7,Civil Rights,Civil Rights; Democracy,Civil Rights Rollbacks,FIX-IND-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-273
EVT-2026-0711-274,2026-07-11,Technology Continuity,Advanced AI innovation-and-security orders continue deregulatory framing that prioritizes speed over enforceable safety baselines.,7,Economy,Economy; Democracy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-274
EVT-2026-0711-275,2026-07-11,Education Continuity,College-sports federalization and parent-empowerment education orders keep culture-war mandates flowing through presidential instruments.,6,Education,Education,Education,FIX-EDU-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-275
EVT-2026-0711-276,2026-07-11,Transparency Continuity,"FOIA backlog persistence, Federal Register receipt density, and appropriations-by-proclamation implementation keep sunshine dependent on proactive publishing norms.",7,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-276
EVT-2026-0711-277,2026-07-11,Healthcare Continuity,Mental-illness treatment acceleration orders keep public-health authority inside culture-war framing rather than durable statute.,7,Healthcare,Healthcare,Health & Social Policy,FIX-HC-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-277
EVT-2026-0711-278,2026-07-11,Fraud Task Force Continuity,Eliminate-fraud task-force orders concentrate investigatory narrative power in the executive while IG and GAO capacity remain contested.,7,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-278
EVT-2026-0711-279,2026-07-11,Sanctions Continuity,Cuba repression sanctions and recovery-initiative branding show foreign-policy and domestic orders running on parallel proclamation tracks.,6,Democracy,Democracy; Healthcare,Foreign Policy,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-279
EVT-2026-0711-280,2026-07-11,Documentation Milestone,"Project Sunrise Pass 32 crosses 280 verified tracker actions with Schedule F, tariffs, DPA, housing, elections, and lands-deregulation continuity still publishing into the Federal Register.",9,Democracy,Democracy,Transparency,FIX-SAFE-004,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-280
EVT-2026-0711-281,2026-07-11,Retirement Continuity,TrumpIRA.gov retirement-savings branding continues politicizing worker benefits infrastructure through presidential websites and EO marketing.,6,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-281
EVT-2026-0711-282,2026-07-11,FEMA Continuity,FEMA Review Council continuance keeps disaster governance under indefinite review while climate-driven loss events accelerate.,7,Environment,Environment; Democracy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-282
EVT-2026-0711-283,2026-07-11,Personnel Continuity,Schedule F and Schedule Policy/Career conversion pathways remain active risk vectors for at-will politicization of the civil service.,9,Democracy,Democracy; Economy,Personnel & Civil Service,FIX-SAFE-002,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-283
EVT-2026-0711-284,2026-07-11,Trade Continuity,"Aluminum, steel, and copper tariff proclamations continue raising input costs while industrial-policy branding claims toughness.",7,Economy,Economy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-284
EVT-2026-0711-285,2026-07-11,Industrial Policy Continuity,Defense Production Act Section 303 waivers keep expanding executive industrial directing without matching transparency baselines.,7,Economy,Economy; Democracy,Economy & Regulation,FIX-ECO-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-285
EVT-2026-0711-286,2026-07-11,Housing Continuity,Housing EO stacks continue governing shelter policy through cascading presidential instruments rather than durable statute.,7,Economy,Economy; Civil Rights,Economy & Regulation,FIX-HOUS-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-286
EVT-2026-0711-287,2026-07-11,Elections Continuity,Citizenship-verification and elections-related mandates remain live compliance burdens for states and localities.,8,Democracy,Democracy; Civil Rights,Election Administration,FIX-VR-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-287
EVT-2026-0711-288,2026-07-11,Disaster Governance Continuity,FEMA Review Council continuance keeps disaster governance under indefinite review as climate losses accelerate.,7,Environment,Environment; Democracy,Energy & Environment,FIX-ENV-001,https://thesunriseparty.pages.dev/tracker/EVT-2026-0711-288
